output_time,total_wall_time,total_cpu_time, wall time ( 1), CPU time ( 1), cells updated ( 1), wall time ( 2), CPU time ( 2), cells updated ( 2), wall time ( 3), CPU time ( 3), cells updated ( 3), wall time ( 4), CPU time ( 4), cells updated ( 4), wall time ( 5), CPU time ( 5), cells updated ( 5),                                                                                                                                                                                                                      
   -0.259200E+06,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.237600E+06,     0.263103E+03,     0.264305E+03,     0.199463E+03,     0.199460E+03,     0.189344E+08,     0.733206E+01,     0.733571E+01,     0.579984E+06,     0.131033E+02,     0.131110E+02,     0.955248E+06,     0.175572E+02,     0.175703E+02,     0.118710E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.216000E+06,     0.519138E+03,     0.520340E+03,     0.399474E+03,     0.399470E+03,     0.378200E+08,     0.143940E+02,     0.144021E+02,     0.115584E+07,     0.253645E+02,     0.253797E+02,     0.190599E+07,     0.349786E+02,     0.350063E+02,     0.238058E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.194400E+06,     0.793944E+03,     0.795143E+03,     0.622011E+03,     0.622007E+03,     0.567056E+08,     0.221532E+02,     0.221661E+02,     0.173720E+07,     0.364422E+02,     0.364665E+02,     0.278024E+07,     0.465888E+02,     0.466299E+02,     0.322386E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.172800E+06,     0.101079E+04,     0.101199E+04,     0.795053E+03,     0.795048E+03,     0.755912E+08,     0.284168E+02,     0.284319E+02,     0.231980E+07,     0.468502E+02,     0.468786E+02,     0.372651E+07,     0.567114E+02,     0.567583E+02,     0.407745E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.151200E+06,     0.122323E+04,     0.122443E+04,     0.964044E+03,     0.964038E+03,     0.944768E+08,     0.347416E+02,     0.347587E+02,     0.290100E+07,     0.567043E+02,     0.567362E+02,     0.460731E+07,     0.668112E+02,     0.668632E+02,     0.489068E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.129600E+06,     0.142413E+04,     0.142533E+04,     0.113094E+04,     0.113093E+04,     0.113362E+09,     0.410327E+02,     0.410516E+02,     0.349215E+07,     0.616371E+02,     0.616711E+02,     0.508840E+07,     0.740678E+02,     0.741234E+02,     0.549528E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.108000E+06,     0.162326E+04,     0.162445E+04,     0.130057E+04,     0.130056E+04,     0.132248E+09,     0.471086E+02,     0.471299E+02,     0.407682E+07,     0.657913E+02,     0.658276E+02,     0.556461E+07,     0.784576E+02,     0.785165E+02,     0.600120E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.864000E+05,     0.181403E+04,     0.181522E+04,     0.146517E+04,     0.146515E+04,     0.151134E+09,     0.529363E+02,     0.529596E+02,     0.467440E+07,     0.694762E+02,     0.695144E+02,     0.603189E+07,     0.805768E+02,     0.806375E+02,     0.628358E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.648000E+05,     0.200765E+04,     0.200884E+04,     0.163298E+04,     0.163297E+04,     0.170019E+09,     0.587793E+02,     0.588047E+02,     0.525797E+07,     0.734125E+02,     0.734525E+02,     0.650749E+07,     0.827700E+02,     0.828325E+02,     0.658250E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.432000E+05,     0.219313E+04,     0.219432E+04,     0.179319E+04,     0.179318E+04,     0.188905E+09,     0.642769E+02,     0.643041E+02,     0.583887E+07,     0.772622E+02,     0.773041E+02,     0.698650E+07,     0.847949E+02,     0.848590E+02,     0.688561E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
   -0.216000E+05,     0.239034E+04,     0.239153E+04,     0.196297E+04,     0.196295E+04,     0.207790E+09,     0.701195E+02,     0.701489E+02,     0.642003E+07,     0.817117E+02,     0.817559E+02,     0.746469E+07,     0.877055E+02,     0.877717E+02,     0.718854E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.000000E+00,     0.257048E+04,     0.257166E+04,     0.211714E+04,     0.211713E+04,     0.226676E+09,     0.755111E+02,     0.755422E+02,     0.700162E+07,     0.860710E+02,     0.861170E+02,     0.794729E+07,     0.907271E+02,     0.907950E+02,     0.748849E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.216000E+05,     0.275684E+04,     0.275801E+04,     0.227656E+04,     0.227654E+04,     0.245562E+09,     0.810606E+02,     0.810933E+02,     0.758476E+07,     0.906677E+02,     0.907155E+02,     0.842498E+07,     0.941232E+02,     0.941926E+02,     0.779319E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.432000E+05,     0.294385E+04,     0.294503E+04,     0.243686E+04,     0.243684E+04,     0.264447E+09,     0.859329E+02,     0.859673E+02,     0.808194E+07,     0.949558E+02,     0.950053E+02,     0.883550E+07,     0.976992E+02,     0.977705E+02,     0.809272E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.648000E+05,     0.311748E+04,     0.311865E+04,     0.258548E+04,     0.258545E+04,     0.283333E+09,     0.902116E+02,     0.902472E+02,     0.854882E+07,     0.100028E+03,     0.100078E+03,     0.935665E+07,     0.101070E+03,     0.101143E+03,     0.842180E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.864000E+05,     0.331750E+04,     0.331866E+04,     0.274760E+04,     0.274757E+04,     0.302218E+09,     0.965097E+02,     0.965488E+02,     0.914521E+07,     0.107569E+03,     0.107623E+03,     0.100273E+08,     0.107458E+03,     0.107537E+03,     0.901271E+07,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.108000E+06,     0.354162E+04,     0.354277E+04,     0.291855E+04,     0.291851E+04,     0.321104E+09,     0.104751E+03,     0.104794E+03,     0.991633E+07,     0.118688E+03,     0.118750E+03,     0.109913E+08,     0.122761E+03,     0.122855E+03,     0.102452E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.129600E+06,     0.371913E+04,     0.372029E+04,     0.305337E+04,     0.305333E+04,     0.339990E+09,     0.111506E+03,     0.111550E+03,     0.106967E+08,     0.127683E+03,     0.127749E+03,     0.119591E+08,     0.135002E+03,     0.135102E+03,     0.114858E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.151200E+06,     0.389485E+04,     0.389601E+04,     0.318834E+04,     0.318830E+04,     0.358875E+09,     0.118313E+03,     0.118359E+03,     0.114742E+08,     0.136640E+03,     0.136708E+03,     0.129298E+08,     0.147295E+03,     0.147401E+03,     0.127348E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.172800E+06,     0.406114E+04,     0.406229E+04,     0.331565E+04,     0.331561E+04,     0.377761E+09,     0.124935E+03,     0.124982E+03,     0.122708E+08,     0.145159E+03,     0.145230E+03,     0.139030E+08,     0.158993E+03,     0.159104E+03,     0.139941E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.194400E+06,     0.424644E+04,     0.424759E+04,     0.345758E+04,     0.345754E+04,     0.396646E+09,     0.131488E+03,     0.131537E+03,     0.129710E+08,     0.154643E+03,     0.154718E+03,     0.148807E+08,     0.172125E+03,     0.172242E+03,     0.152660E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.216000E+06,     0.445700E+04,     0.445815E+04,     0.362036E+04,     0.362032E+04,     0.415532E+09,     0.138436E+03,     0.138488E+03,     0.136683E+08,     0.164780E+03,     0.164861E+03,     0.158628E+08,     0.186261E+03,     0.186390E+03,     0.165546E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.237600E+06,     0.477528E+04,     0.477642E+04,     0.386521E+04,     0.386516E+04,     0.434418E+09,     0.149537E+03,     0.149595E+03,     0.143632E+08,     0.181183E+03,     0.181276E+03,     0.168493E+08,     0.209262E+03,     0.209413E+03,     0.178557E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.259200E+06,     0.505048E+04,     0.505162E+04,     0.407458E+04,     0.407452E+04,     0.453303E+09,     0.158977E+03,     0.159039E+03,     0.150547E+08,     0.195387E+03,     0.195490E+03,     0.178429E+08,     0.229060E+03,     0.229227E+03,     0.191726E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.280800E+06,     0.538695E+04,     0.538807E+04,     0.433120E+04,     0.433114E+04,     0.472189E+09,     0.170715E+03,     0.170784E+03,     0.157465E+08,     0.213110E+03,     0.213227E+03,     0.188399E+08,     0.254210E+03,     0.254403E+03,     0.205083E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.302400E+06,     0.568234E+04,     0.568345E+04,     0.455779E+04,     0.455772E+04,     0.491074E+09,     0.180871E+03,     0.180945E+03,     0.164376E+08,     0.228600E+03,     0.228728E+03,     0.198458E+08,     0.276074E+03,     0.276288E+03,     0.218649E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.324000E+06,     0.600159E+04,     0.600270E+04,     0.480217E+04,     0.480209E+04,     0.509960E+09,     0.191830E+03,     0.191909E+03,     0.171296E+08,     0.245049E+03,     0.245189E+03,     0.208566E+08,     0.299839E+03,     0.300076E+03,     0.232410E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.345600E+06,     0.629447E+04,     0.629557E+04,     0.502882E+04,     0.502874E+04,     0.528846E+09,     0.201730E+03,     0.201814E+03,     0.178224E+08,     0.260534E+03,     0.260684E+03,     0.218659E+08,     0.318034E+03,     0.318288E+03,     0.243666E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.367200E+06,     0.654820E+04,     0.654930E+04,     0.524288E+04,     0.524280E+04,     0.547731E+09,     0.210192E+03,     0.210280E+03,     0.185117E+08,     0.267506E+03,     0.267660E+03,     0.223907E+08,     0.323494E+03,     0.323752E+03,     0.247381E+08,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.388800E+06,     0.677002E+04,     0.677112E+04,     0.543865E+04,     0.543857E+04,     0.566617E+09,     0.214261E+03,     0.214351E+03,     0.188889E+08,     0.270424E+03,     0.270581E+03,     0.226881E+08,     0.325625E+03,     0.325886E+03,     0.249615E+08,     0.132172E+00,     0.132266E+00,     0.135000E+05
    0.410400E+06,     0.700759E+04,     0.700868E+04,     0.564405E+04,     0.564397E+04,     0.585502E+09,     0.218740E+03,     0.218832E+03,     0.192450E+08,     0.275644E+03,     0.275804E+03,     0.230644E+08,     0.330163E+03,     0.330427E+03,     0.252502E+08,     0.132172E+00,     0.132266E+00,     0.135000E+05
    0.432000E+06,     0.730122E+04,     0.730231E+04,     0.589175E+04,     0.589166E+04,     0.604388E+09,     0.223949E+03,     0.224044E+03,     0.196007E+08,     0.284041E+03,     0.284207E+03,     0.235683E+08,     0.340831E+03,     0.341106E+03,     0.258515E+08,     0.132172E+00,     0.132266E+00,     0.135000E+05
